57720000;57720000;PINDOBA;AL;-9.47;-36.29
57460000;57465000;PIRANHAS;AL;-9.62;-37.75
57510000;57510000;POCO DAS TRINCHEIRAS;AL;-9.31;-37.28
57900000;57900000;PORTO CALVO;AL;-9.04;-35.39
57945000;57948000;PORTO DE PEDRAS;AL;-9.15;-35.29
57290000;57290000;PORTO REAL DO COLEGIO;AL;-10.18;-36.84
57750000;57750000;QUEBRANGULO;AL;-9.31;-36.47
57100000;57110000;RIO LARGO;AL;-9.47;-35.85
57246000;57246000;ROTEIRO;AL;-9.83;-35.97
57130000;57130000;SANTA LUZIA DO NORTE;AL;-9.6;-35.82
57500000;57500000;SANTANA DO IPANEMA;AL;-9.37;-37.24
57840000;57850000;SANTANA DO MUNDAU;AL;-9.16;-36.22
57380000;57380000;SAO BRAS;AL;-10.12;-36.9
57860000;57860000;SAO JOSE DA LAJE;AL;-9.01;-36.05
57445000;57445000;SAO JOSE DA TAPERA;AL;-9.55;-37.38
57920000;57920000;SAO LUIS DO QUITUNDE;AL;-9.31;-35.56
57275000;57275000;SAO SEBASTIAO;AL;-9.93;-36.55
57120000;57120000;SATUBA;AL;-9.56;-35.82
57515000;57515000;SENADOR RUI PALMEIRA;AL;-9.35;-37.5
57640000;57640000;TAQUARANA;AL;-9.64;-36.49
57265000;57265000;TEOTONIO VILELA;AL;-9.9;-36.35
57370000;57370000;TRAIPU;AL;-9.97;-37
57700000;57700000;VICOSA;AL;-9.37;-36.24
69475000;69475000;ALVARAES;AM;-3.22;-64.8
69620000;69620000;AMATURA;AM;-3.36;-68.19
69445000;69445000;ANAMA;AM;-3.58;-61.4
69440000;69440000;ANORI;AM;-3.77;-61.64
69265000;69265000;APUI;AM;-7.19;-59.89
69650000;69650000;ATALAIA DO NORTE;AM;-4.37;-70.19
69240000;69245000;AUTAZES;AM;-3.58;-59.13
69700000;69725000;BARCELOS;AM;-0.97;-62.92
69160000;69175000;BARREIRINHA;AM;-2.79;-57.07
69630000;69630000;BENJAMIN CONSTANT;AM;-4.38;-70.03
69430000;69430000;BERURI;AM;-3.89;-61.37
69195000;69197000;BOA VISTA DO RAMOS;AM;-2.97;-57.59
69850000;69855000;BOCA DO ACRE;AM;-8.75;-67.39
69200000;69212000;BORBA;AM;-4.38;-59.59
69410000;69410000;CAAPIRANGA;AM;-3.32;-61.2
69820000;69820000;CANUTAMA;AM;-6.53;-64.38
69500000;69500000;CARAUARI;AM;-4.88;-66.89
69250000;69250000;CAREIRO;AM;-3.76;-60.36
69255000;69255000;CAREIRO DA VARZEA;AM;-3.22;-59.82
69460000;69460000;COARI;AM;-4.08;-63.14
69450000;69452000;CODAJAS;AM;-3.83;-62.05
69880000;69880000;EIRUNEPE;AM;-6.66;-69.87
69870000;69870000;ENVIRA;AM;-7.43;-70.02
69670000;69670000;FONTE BOA;AM;-2.51;-66.09
69895000;69895000;GUAJARA;AM;-7.54;-72.58
69800000;69800000;HUMAITA;AM;-7.5;-63.02
69890000;69890000;IPIXUNA;AM;-7.05;-71.69
69405000;69405000;IRANDUBA;AM;-3.28;-60.18
69100000;69105000;ITACOATIARA;AM;-3.14;-58.44
69510000;69510000;ITAMARATI;AM;-6.42;-68.25
69120000;69120000;ITAPIRANGA;AM;-2.74;-58.02
69495000;69495000;JAPURA;AM;-1.82;-66.59
69520000;69520000;JURUA;AM;-3.48;-66.06
69660000;69660000;JUTAI;AM;-2.74;-66.76
69830000;69830000;LABREA;AM;-7.25;-64.79
69400000;69400000;MANACAPURU;AM;-3.3;-60.62
69435000;69435000;MANAQUIRI;AM;-3.42;-60.45
69000000;69099999;MANAUS;AM;-3.1;-60.02
69280000;69280000;MANICORE;AM;-5.8;-61.3
69490000;69490000;MARAA;AM;-1.85;-65.58
69190000;69193000;MAUES;AM;-3.38;-57.71
69140000;69140000;NHAMUNDA;AM;-2.18;-56.71
69230000;69230000;NOVA OLINDA DO NORTE;AM;-3.88;-59.09
69730000;69730000;NOVO AIRAO;AM;-2.62;-60.94
69260000;69260000;NOVO ARIPUANA;AM;-5.12;-60.38
69150000;69158000;PARINTINS;AM;-2.62;-56.73
69860000;69860000;PAUINI;AM;-7.71;-66.97
69735000;69737000;PRESIDENTE FIGUEIREDO;AM;-2.03;-60.02
69115000;69115000;RIO PRETO DA EVA;AM;-2.69;-59.7
69740000;69740000;SANTA ISABEL DO RIO NEGRO;AM;-0.41;-65.01
69680000;69680000;SANTO ANTONIO DO ICA;AM;-3.1;-67.94
69750000;69790000;SAO GABRIEL DA CACHOEIRA;AM;-0.13;-67.08
69600000;69610000;SAO PAULO DE OLIVENCA;AM;-3.37;-68.87
69135000;69135000;SAO SEBASTIAO DO UATUMA;AM;-2.57;-57.87
69110000;69110000;SILVES;AM;-2.83;-58.2
69640000;69640000;TABATINGA;AM;-4.25;-69.93
69480000;69480000;TAPAUA;AM;-5.62;-63.18
69470000;69470000;TEFE;AM;-3.35;-64.71
69685000;69685000;TONANTINS;AM;-2.87;-67.8
69485000;69485000;UARINI;AM;-2.99;-65.1
69130000;69130000;URUCARA;AM;-2.53;-57.76
69180000;69182000;URUCURITUBA;AM;-3.13;-58.15
68950000;68958000;AMAPA;AP;2.05;-50.79
68960000;68970000;CALCOENE;AP;2.49;-50.94
68973000;68973000;CUTIAS;AP;0.98;-50.8
68915000;68917000;FERREIRA GOMES;AP;0.85;-51.18
68976000;68976000;ITAUBAL;AP;0.71;-50.8
68920000;68923000;LARANJAL DO JARI;AP;-1.12;-52
68900000;68914000;MACAPA;AP;0.03;-51.06
68940000;68943000;MAZAGAO;AP;-0.11;-51.28
68980000;68988000;OIAPOQUE;AP;3.84;-51.83
68945000;68945000;PEDRA BRANCA DO AMAPARI;AP;0.77;-51.94
68997000;68997000;PORTO GRANDE;AP;0.71;-51.41
68918000;68918000;PRACUUBA;AP;1.74;-50.79
68925000;68939000;SANTANA;AP;-0.05;-51.18
68948000;68948000;SERRA DO NAVIO;AP;0.89;-52
68990000;68994000;TARTARUGALZINHO;AP;1.5;-50.91
68924000;68924000;VITORIA DO JARI;AP;-0.8;-52.45
46690000;46695000;ABAIRA;BA;-13.25;-41.66
48680000;48685000;ABARE;BA;-8.72;-39.11
48360000;48360000;ACAJUTIBA;BA;-11.66;-38.01
48435000;48435000;ADUSTINA;BA;-10.53;-38.1
48170000;48175000;AGUA FRIA;BA;-11.86;-38.76
45220000;45220000;AIQUARA;BA;-14.12;-39.88
48000000;48107000;ALAGOINHAS;BA;-12.13;-38.41
45990000;45990000;ALCOBACA;BA;-17.51;-39.19
45640000;45640000;ALMADINA;BA;-14.7;-39.63
45300000;45303000;AMARGOSA;BA;-13.03;-39.6
44230000;44240000;AMELIA RODRIGUES;BA;-12.39;-38.75
44910000;44913000;AMERICA DOURADA;BA;-11.45;-41.43
45180000;45185000;ANAGE;BA;-14.61;-41.13
46830000;46834000;ANDARAI;BA;-12.8;-41.33
48990000;48994000;ANDORINHA;BA;-10.34;-39.83
47960000;47960000;ANGICAL;BA;-12;-44.69
44670000;44670000;ANGUERA;BA;-12.15;-39.24
48420000;48420000;ANTAS;BA;-10.4;-38.33
44180000;44180000;ANTONIO CARDOSO;BA;-12.43;-39.12
44780000;44780000;ANTONIO GONCALVES;BA;-10.57;-40.27
48350000;48355000;APORA;BA;-11.66;-38.08
45355000;45358000;APUAREMA;BA;-13.85;-39.74
48108000;48108000;ARACAS;BA;-12.22;-38.2
46130000;46130000;ARACATU;BA;-14.42;-41.46
48760000;48760000;ARACI;BA;-11.33;-38.96
48130000;48130000;ARAMARI;BA;-12.08;-38.49
45695000;45698000;ARATACA;BA;-15.26;-39.41
44490000;44495000;ARATUIPE;BA;-13.07;-39
45675000;45678000;AURELINO LEAL;BA;-14.31;-39.32
47830000;47840000;BAIANOPOLIS;BA;-12.3;-44.53
44620000;44620000;BAIXA GRANDE;BA;-11.96;-40.16
48405000;48409000;BANZAE;BA;-10.57;-38.61
47100000;47110000;BARRA;BA;-11.08;-43.14
46650000;46660000;BARRA DA ESTIVA;BA;-13.62;-41.32
45120000;45120000;BARRA DO CHOCA;BA;-14.88;-40.57
44990000;44995000;BARRA DO MENDES;BA;-11.81;-42.05
45560000;45560000;BARRA DO ROCHA;BA;-14.21;-39.6
47800000;47813000;BARREIRAS;BA;-12.15;-44.99
44895000;44898000;BARRO ALTO;BA;-11.76;-41.91
45800000;45805000;BELMONTE;BA;-15.86;-38.88
45160000;45160000;BELO CAMPO;BA;-15.03;-41.26
48780000;48780000;BIRITINGA;BA;-11.61;-38.8
45250000;45250000;BOA NOVA;BA;-14.36;-40.2
46850000;46855000;BOA VISTA DO TUPIM;BA;-12.66;-40.6
47600000;47600000;BOM JESUS DA LAPA;BA;-13.25;-43.41
45263000;45263000;BOM JESUS DA SERRA;BA;-14.37;-40.5
46740000;46745000;BONINAL;BA;-12.7;-41.82
46820000;46820000;BONITO;BA;-11.96;-41.26
46530000;46535000;BOQUIRA;BA;-12.82;-42.73
46570000;46570000;BOTUPORA;BA;-13.38;-42.52
45325000;45325000;BREJOES;BA;-13.1;-39.79
47750000;47750000;BREJOLANDIA;BA;-12.48;-43.96
47560000;47570000;BROTAS DE MACAUBAS;BA;-11.99;-42.62
46100000;46108000;BRUMADO;BA;-14.2;-41.66
45615000;45615000;BUERAREMA;BA;-14.95;-39.3
47120000;47120000;BURITIRAMA;BA;-10.7;-43.63
45130000;45130000;CAATIBA;BA;-14.97;-40.4
44345000;44349000;CABACEIRAS DO PARAGUACU;BA;-12.53;-39.19
44300000;44315000;CACHOEIRA;BA;-12.61;-38.95
46300000;46300000;CACULE;BA;-14.5;-42.22
44730000;44730000;CAEM;BA;-11.09;-40.43
45265000;45265000;CAETANOS;BA;-14.33;-40.91
46400000;46420000;CAETITE;BA;-14.06;-42.47
44880000;44880000;CAFARNAUM;BA;-11.69;-41.46
45420000;45428000;CAIRU;BA;-13.48;-39.04
44750000;44750000;CALDEIRAO GRANDE;BA;-11.02;-40.3
45880000;45880000;CAMACAN;BA;-15.41;-39.49
42800000;42849000;CAMACARI;BA;-12.69;-38.32
45445000;45449000;CAMAMU;BA;-13.94;-39.1
47220000;47230000;CAMPO ALEGRE DE LOURDES;BA;-9.51;-43.01
44790000;44795000;CAMPO FORMOSO;BA;-10.5;-40.32
47730000;47730000;CANAPOLIS;BA;-13.07;-44.2
44890000;44892000;CANARANA;BA;-11.68;-41.76
45860000;45863000;CANAVIEIRAS;BA;-15.67;-38.94
48710000;48710000;CANDEAL;BA;-11.8;-39.11
43800000;43849999;CANDEIAS;BA;-12.66;-38.55
46380000;46380000;CANDIBA;BA;-14.41;-42.86
45157000;45159000;CANDIDO SALES;BA;-15.5;-41.23
48840000;48840000;CANSANCAO;BA;-10.67;-39.49
48520000;48524000;CANUDOS;BA;-9.9;-39.13
44645000;44645000;CAPELA DO ALTO ALEGRE;BA;-11.66;-39.83
44695000;44697000;CAPIM GROSSO;BA;-11.38;-40.01
45177000;45177000;CARAIBAS;BA;-14.6;-41.33
45900000;45915000;CARAVELAS;BA;-17.73;-39.26
48390000;48390000;CARDEAL DA SILVA;BA;-11.94;-37.94
46445000;46445000;CARINHANHA;BA;-14.3;-43.76
47300000;47340000;CASA NOVA;BA;-9.16;-40.97
44500000;44510000;CASTRO ALVES;BA;-12.76;-39.42
47815000;47815000;CATOLANDIA;BA;-12.31;-44.86
48110000;48115000;CATU;BA;-12.35;-38.37
46575000;46575000;CATURAMA;BA;-13.32;-42.29
44940000;44940000;CENTRAL;BA;-11.13;-42.11
48660000;48668000;CHORROCHO;BA;-8.98;-39.09
48410000;48414000;CICERO DANTAS;BA;-10.6;-38.38
48450000;48450000;CIPO;BA;-11.1;-38.51
45638000;45638000;COARACI;BA;-14.64;-39.55
47680000;47680000;COCOS;BA;-14.18;-44.53
44320000;44320000;CONCEICAO DA FEIRA;BA;-12.5;-38.99
44540000;44548000;CONCEICAO DO ALMEIDA;BA;-12.8;-39.16
48730000;48745000;CONCEICAO DO COITE;BA;-11.56;-39.28
44245000;44245000;CONCEICAO DO JACUIPE;BA;-12.42;-38.72
48300000;48300000;CONDE;BA;-11.81;-37.61
46200000;46203000;CONDEUBA;BA;-14.89;-41.96
46620000;46630000;CONTENDAS DO SINCORA;BA;-13.76;-41.04
44250000;44253000;CORACAO DE MARIA;BA;-12.23;-38.75
46280000;46280000;CORDEIROS;BA;-15.03;-41.93
47690000;47695000;CORIBE;BA;-13.82;-44.45
48590000;48590000;CORONEL JOAO SA;BA;-10.28;-37.92
47650000;47650000;CORRENTINA;BA;-13.34;-44.63
47900000;47930000;COTEGIPE;BA;-12.02;-44.25
45330000;45330000;CRAVOLANDIA;BA;-13.35;-39.81
48480000;48483000;CRISOPOLIS;BA;-11.51;-38.15
47950000;47950000;CRISTOPOLIS;BA;-12.23;-44.42
44380000;44380000;CRUZ DAS ALMAS;BA;-12.67;-39.1
48930000;48945000;CURACA;BA;-8.99;-39.9
45590000;45590000;DARIO MEIRA;BA;-14.43;-39.9
46165000;46165000;DOM BASILIO;BA;-13.76;-41.77
44560000;44560000;DOM MACEDO COSTA;BA;-12.9;-39.19
45305000;45306000;ELISIO MEDRADO;BA;-12.94;-39.52
45150000;45153000;ENCRUZILHADA;BA;-15.53;-40.9
48180000;48190000;ENTRE RIOS;BA;-11.94;-38.08
46180000;46180000;ERICO CARDOSO;BA;-13.41;-42.14
48370000;48380000;ESPLANADA;BA;-11.79;-37.94
48500000;48510000;EUCLIDES DA CUNHA;BA;-10.5;-39.01
45820000;45832000;EUNAPOLIS;BA;-16.37;-39.58
48415000;48415000;FATIMA;BA;-10.6;-38.21
46446000;46446000;FEIRA DA MATA;BA;-14.2;-44.28
44000000;44140000;FEIRA DE SANTANA;BA;-12.26;-38.96
44775000;44775000;FILADELFIA;BA;-10.74;-40.13
45720000;45723000;FIRMINO ALVES;BA;-14.98;-39.92
45740000;45740000;FLORESTA AZUL;BA;-14.86;-39.66
47990000;47990000;FORMOSA DO RIO PRETO;BA;-11.04;-45.19
45450000;45450000;GANDU;BA;-13.74;-39.48
44650000;44650000;GAVIAO;BA;-11.47;-39.78
47450000;47490000;GENTIO DO OURO;BA;-11.42;-42.5
48610000;48610000;GLORIA;BA;-9.33;-38.25
45540000;45543000;GONGOGI;BA;-14.32;-39.46
44350000;44350000;GOVERNADOR MANGABEIRA;BA;-12.6;-39.04
46205000;46205000;GUAJERU;BA;-14.54;-41.94
46430000;46436000;GUANAMBI;BA;-14.22;-42.78
45840000;45845000;GUARATINGA;BA;-16.58;-39.78
48445000;48445000;HELIOPOLIS;BA;-10.68;-38.28
46860000;46868000;IACU;BA;-12.76;-40.21
46390000;46390000;IBIASSUCE;BA;-14.25;-42.25
45745000;45745000;IBICARAI;BA;-14.86;-39.58
46760000;46760000;IBICOARA;BA;-13.41;-41.28
45290000;45298000;IBICUI;BA;-14.84;-39.98
44970000;44975000;IBIPEBA;BA;-11.64;-42.01
46540000;46540000;IBIPITANGA;BA;-12.88;-42.48
46840000;46840000;IBIQUERA;BA;-12.65;-40.93
45500000;45500000;IBIRAPITANGA;BA;-14.16;-39.37
45940000;45940000;IBIRAPUA;BA;-17.68;-40.1
45580000;45582000;IBIRATAIA;BA;-14.06;-39.64
46700000;46720000;IBITIARA;BA;-12.65;-42.21
44960000;44965000;IBITITA;BA;-11.54;-41.97
47520000;47525000;IBOTIRAMA;BA;-12.18;-43.22
48725000;48725000;ICHU;BA;-11.74;-39.19
46490000;46490000;IGAPORA;BA;-13.77;-42.71
45443000;45443000;IGRAPIUNA;BA;-13.82;-39.14
45280000;45285000;IGUAI;BA;-14.75;-40.08
45650000;45673000;ILHEUS;BA;-14.78;-39.04
48490000;48490000;INHAMBUPE;BA;-11.78;-38.35
44680000;44685000;IPECAETA;BA;-12.3;-39.3
45570000;45570000;IPIAU;BA;-14.13;-39.73
44600000;44600000;IPIRA;BA;-12.15;-39.73
47590000;47595000;IPUPIARA;BA;-11.82;-42.61
45370000;45370000;IRAJUBA;BA;-13.25;-40.08
46770000;46775000;IRAMAIA;BA;-13.28;-40.95
46980000;46985000;IRAQUARA;BA;-12.24;-41.61
44255000;44258000;IRARA;BA;-12.05;-38.76
44900000;44900000;IRECE;BA;-11.3;-41.85
45848000;45848000;ITABELA;BA;-16.57;-39.55
46880000;46880000;ITABERABA;BA;-12.52;-40.3
45600000;45609999;ITABUNA;BA;-14.78;-39.28
45530000;45534000;ITACARE;BA;-14.27;-38.99
46790000;46790000;ITAETE;BA;-12.98;-40.97
45230000;45230000;ITAGI;BA;-14.16;-40
45585000;45588000;ITAGIBA;BA;-14.28;-39.84
45850000;45850000;ITAGIMIRIM;BA;-16.08;-39.61
47440000;47440000;ITAGUACU DA BAHIA;BA;-11.01;-42.39
45730000;45730000;ITAJU DO COLONIA;BA;-15.14;-39.72
45630000;45635000;ITAJUIPE;BA;-14.67;-39.37
45836000;45839000;ITAMARAJU;BA;-17.03;-39.53
45455000;45455000;ITAMARI;BA;-13.77;-39.68
45140000;45145000;ITAMBE;BA;-15.24;-40.62
48290000;48290000;ITANAGRA;BA;-12.26;-38.04
45970000;45975000;ITANHEM;BA;-17.16;-40.33
44460000;44460000;ITAPARICA;BA;-12.88;-38.67
45750000;45750000;ITAPE;BA;-14.89;-39.42
45855000;45858000;ITAPEBI;BA;-15.95;-39.53
45700000;45705000;ITAPETINGA;BA;-15.24;-40.24
48475000;48476000;ITAPICURU;BA;-11.31;-38.23
45645000;45645000;ITAPITANGA;BA;-14.42;-39.56
45340000;45340000;ITAQUARA;BA;-13.45;-39.94
45780000;45785000;ITARANTIM;BA;-15.66;-40.06
46875000;46875000;ITATIM;BA;-12.71;-39.69
45350000;45350000;ITIRUCU;BA;-13.53;-40.15
48850000;48850000;ITIUBA;BA;-10.69;-39.85
45710000;45714000;ITORORO;BA;-15.11;-40.07
46640000;46640000;ITUACU;BA;-13.81;-41.29
45435000;45435000;ITUBERA;BA;-13.73;-39.14
46438000;46438000;IUIU;BA;-14.41;-43.55
47655000;47655000;JABORANDI;BA;-13.61;-44.43
46310000;46320000;JACARACI;BA;-14.85;-42.43
44700000;44708000;JACOBINA;BA;-11.18;-40.51
45345000;45347000;JAGUAQUARA;BA;-13.53;-39.97
48960000;48967000;JAGUARARI;BA;-10.26;-40.19
44480000;44488000;JAGUARIPE;BA;-13.11;-38.89
48310000;48325000;JANDAIRA;BA;-11.56;-37.78
45200000;45213000;JEQUIE;BA;-13.85;-40.08
48540000;48560000;JEREMOABO;BA;-10.06;-38.35
45470000;45470000;JIQUIRICA;BA;-13.25;-39.57
45225000;45225000;JITAUNA;BA;-14.01;-39.88
44920000;44920000;JOAO DOURADO;BA;-11.35;-41.66
48900000;48924000;JUAZEIRO;BA;-9.41;-40.5
45834000;45834000;JUCURUCU;BA;-16.84;-40.15
44925000;44927000;JUSSARA;BA;-11.04;-41.96
45610000;45610000;JUSSARI;BA;-15.19;-39.49
46670000;46680000;JUSSIAPE;BA;-13.51;-41.59
45215000;45215000;LAFAIETE COUTINHO;BA;-13.65;-40.21
46425000;46425000;LAGOA REAL;BA;-14.03;-42.14
45490000;45498000;LAJE;BA;-13.18;-39.42
45950000;45950000;LAJEDAO;BA;-17.61;-40.34
46825000;46825000;LAJEDINHO;BA;-12.35;-40.9
45365000;45365000;LAJEDO DO TABOCAL;BA;-13.47;-40.22
48720000;48720000;LAMARAO;BA;-11.78;-38.9
44905000;44905000;LAPAO;BA;-11.38;-41.83
42700000;42700000;LAURO DE FREITAS;BA;-12.89;-38.32
46960000;46965000;LENCOIS;BA;-12.56;-41.39
46330000;46335000;LICINIO DE ALMEIDA;BA;-14.68;-42.5
46805000;46805000;MACAJUBA;BA;-12.13;-40.36
45760000;45760000;MACARANI;BA;-15.56;-40.42
46500000;46520000;MACAUBAS;BA;-13.01;-42.69
48650000;48650000;MACURURE;BA;-9.16;-39.05
42600000;42600000;MADRE DE DEUS;BA;-12.74;-38.62
46255000;46255000;MAETINGA;BA;-14.66;-41.49
45770000;45770000;MAIQUINIQUE;BA;-15.62;-40.26
44630000;44633000;MAIRI;BA;-11.71;-40.14
46440000;46443000;MALHADA;BA;-14.33;-43.77
46110000;46110000;MALHADA DE PEDRAS;BA;-14.38;-41.87
45240000;45245000;MANOEL VITORINO;BA;-14.14;-40.24
47160000;47160000;MANSIDAO;BA;-10.71;-44.03
45360000;45360000;MARACAS;BA;-13.44;-40.43
44420000;44432000;MARAGOGIPE;BA;-12.77;-38.91
45520000;45525000;MARAU;BA;-14.1;-39.01
46780000;46785000;MARCIONILIO SOUZA;BA;-13;-40.53
45870000;45870000;MASCOTE;BA;-15.56;-39.3
48280000;48288000;MATA DE SAO JOAO;BA;-12.53;-38.29
46480000;46480000;MATINA;BA;-13.9;-42.84
45960000;45968000;MEDEIROS NETO;BA;-17.37;-40.22
44720000;44727000;MIGUEL CALMON;BA;-11.42;-40.59
45315000;45318000;MILAGRES;BA;-12.87;-39.85
44745000;44748000;MIRANGABA;BA;-10.95;-40.57
45255000;45255000;MIRANTE;BA;-14.24;-40.77
48800000;48800000;MONTE SANTO;BA;-10.43;-39.33
47580000;47585000;MORPARA;BA;-11.55;-43.28
44850000;44875000;MORRO DO CHAPEU;BA;-11.55;-41.15
46290000;46290000;MORTUGABA;BA;-15.02;-42.36
46750000;46755000;MUCUGE;BA;-13;-41.37
45930000;45938000;MUCURI;BA;-18.08;-39.55
44885000;44889000;MULUNGU DO MORRO;BA;-11.96;-41.63
44800000;44825000;MUNDO NOVO;BA;-11.85;-40.47
44575000;44578000;MUNIZ FERREIRA;BA;-13;-39.11
47115000;47115000;MUQUEM DE SAO FRANCISCO;BA;-12.06;-43.54
44340000;44343000;MURITIBA;BA;-12.62;-38.99
45480000;45480000;MUTUIPE;BA;-13.22;-39.5
44400000;44400000;NAZARE;BA;-13.03;-39.01
45440000;45440000;NILO PECANHA;BA;-13.59;-39.1
48870000;48870000;NORDESTINA;BA;-10.82;-39.42
45270000;45275000;NOVA CANAA;BA;-14.79;-40.14
44642000;44642000;NOVA FATIMA;BA;-11.6;-39.63
45452000;45452000;NOVA IBIA;BA;-13.81;-39.62
45390000;45390000;NOVA ITARANA;BA;-13.02;-40.06
46835000;46835000;NOVA REDENCAO;BA;-12.81;-41.07
